boosterIndex,boosterName,setCode,sheetName,sheetPicks
2,theme-b,DOM,rareMythic,1
2,theme-b,DOM,uncommon,12
3,theme-b,DOM,common,21
3,theme-b,DOM,rareMythic,1
3,theme-b,DOM,uncommon,13
0,theme-g,DOM,common,24
0,theme-g,DOM,rareMythic,1
0,theme-g,DOM,uncommon,10
1,theme-g,DOM,common,23
1,theme-g,DOM,rareMythic,1
1,theme-g,DOM,uncommon,11
2,theme-g,DOM,common,22
2,theme-g,DOM,rareMythic,1
2,theme-g,DOM,uncommon,12
3,theme-g,DOM,common,21
3,theme-g,DOM,rareMythic,1
3,theme-g,DOM,uncommon,13
0,theme-r,DOM,common,24
0,theme-r,DOM,rareMythic,1
0,theme-r,DOM,uncommon,10
1,theme-r,DOM,common,23
1,theme-r,DOM,rareMythic,1
1,theme-r,DOM,uncommon,11
2,theme-r,DOM,common,22
2,theme-r,DOM,rareMythic,1
2,theme-r,DOM,uncommon,12
3,theme-r,DOM,common,21
3,theme-r,DOM,rareMythic,1
3,theme-r,DOM,uncommon,13
0,theme-u,DOM,common,24
0,theme-u,DOM,rareMythic,1
0,theme-u,DOM,uncommon,10
1,theme-u,DOM,common,23
1,theme-u,DOM,rareMythic,1
1,theme-u,DOM,uncommon,11
2,theme-u,DOM,common,22
2,theme-u,DOM,rareMythic,1
2,theme-u,DOM,uncommon,12
3,theme-u,DOM,common,21
3,theme-u,DOM,rareMythic,1
3,theme-u,DOM,uncommon,13
0,theme-w,DOM,common,24
0,theme-w,DOM,rareMythic,1
0,theme-w,DOM,uncommon,10
1,theme-w,DOM,common,23
1,theme-w,DOM,rareMythic,1
1,theme-w,DOM,uncommon,11
2,theme-w,DOM,common,22
2,theme-w,DOM,rareMythic,1
2,theme-w,DOM,uncommon,12
3,theme-w,DOM,common,21
3,theme-w,DOM,rareMythic,1
3,theme-w,DOM,uncommon,13
0,default,DRK,common,6
0,default,DRK,uncommon,2
0,collector,DSK,boosterFun,2
0,collector,DSK,foilBasic,1
0,collector,DSK,foilBoosterFun,1
0,collector,DSK,foilCommon,5
0,collector,DSK,foilRareMythic,1
0,collector,DSK,foilUncommon,4
0,collector,DSK,showcaseCommander,1
1,collector,DSK,boosterFun,2
1,collector,DSK,foilBasic,1
1,collector,DSK,foilBoosterFun,1
1,collector,DSK,foilCommon,5
1,collector,DSK,foilRareMythic,1
1,collector,DSK,foilShowcaseCommander,1
1,collector,DSK,foilUncommon,4
0,collector-sample,DSK,boosterFun,1
0,collector-sample,DSK,foilUncommon,1
1,collector-sample,DSK,foilBoosterFun,1
1,collector-sample,DSK,foilUncommon,1
0,play,DSK,common,7
0,play,DSK,foil,1
0,play,DSK,land,1
0,play,DSK,rareMythicWithShowcase,1
0,play,DSK,uncommon,3
0,play,DSK,wildcard,1
1,play,DSK,common,6
1,play,DSK,foil,1
1,play,DSK,land,1
1,play,DSK,rareMythicWithShowcase,1
1,play,DSK,specialGuest,1
1,play,DSK,uncommon,3
1,play,DSK,wildcard,1
2,play,DSK,common,7
2,play,DSK,foil,1
2,play,DSK,foilLand,1
2,play,DSK,rareMythicWithShowcase,1
2,play,DSK,uncommon,3
2,play,DSK,wildcard,1
3,play,DSK,common,6
3,play,DSK,foil,1
3,play,DSK,foilLand,1
3,play,DSK,rareMythicWithShowcase,1
3,play,DSK,specialGuest,1
3,play,DSK,uncommon,3
3,play,DSK,wildcard,1
0,prerelease,DSK,prereleasePromo,1
0,draft,DST,common,11
0,draft,DST,rare,1
0,draft,DST,uncommon,3
1,draft,DST,common,10
1,draft,DST,foilCommon,1
1,draft,DST,rare,1
1,draft,DST,uncommon,3
2,draft,DST,common,11
2,draft,DST,foilUncommon,1
2,draft,DST,rare,1
2,draft,DST,uncommon,2
3,draft,DST,common,10
3,draft,DST,foilCommon,1
3,draft,DST,foilUncommon,1
3,draft,DST,rare,1
3,draft,DST,uncommon,2
4,draft,DST,common,11
4,draft,DST,foilRare,1
4,draft,DST,uncommon,3
5,draft,DST,common,10
5,draft,DST,foilCommon,1
5,draft,DST,foilRare,1
5,draft,DST,uncommon,3
6,draft,DST,common,11
6,draft,DST,foilRare,1
6,draft,DST,foilUncommon,1
6,draft,DST,uncommon,2
7,draft,DST,common,10
7,draft,DST,foilCommon,1
7,draft,DST,foilRare,1
7,draft,DST,foilUncommon,1
7,draft,DST,uncommon,2
0,fat-pack,DST,foilBasic,1
0,fat-pack,DST,foilCommon,1
0,draft,DTK,basic,1
0,draft,DTK,common,10
0,draft,DTK,rareMythic,1
0,draft,DTK,uncommon,3
1,draft,DTK,basic,1
1,draft,DTK,common,9
1,draft,DTK,foil,1
1,draft,DTK,rareMythic,1
1,draft,DTK,uncommon,3
0,fat-pack,DTK,foilBasic,1
0,fat-pack,DTK,foilCommon,1
0,prerelease-atarka,DTK,common,11
0,prerelease-atarka,DTK,promo,1
0,prerelease-atarka,DTK,uncommon,4
0,prerelease-dromoka,DTK,common,11
0,prerelease-dromoka,DTK,promo,1
0,prerelease-dromoka,DTK,uncommon,4
0,prerelease-kolaghan,DTK,common,11
0,prerelease-kolaghan,DTK,promo,1
0,prerelease-kolaghan,DTK,uncommon,4
0,prerelease-ojutai,DTK,common,11
0,prerelease-ojutai,DTK,promo,1
0,prerelease-ojutai,DTK,uncommon,4
0,prerelease-silumgar,DTK,common,11
0,prerelease-silumgar,DTK,promo,1
0,prerelease-silumgar,DTK,uncommon,4
0,arena,ELD,common,10
0,arena,ELD,rareMythic,1
0,arena,ELD,uncommon,3
0,collector,ELD,ancillary,1
0,collector,ELD,anyShowcase,3
0,collector,ELD,foilCommon,7
0,collector,ELD,foilRareMythic,1
0,collector,ELD,foilUncommon,2
0,collector,ELD,rmExtended,1
1,collector,ELD,ancillary,1
1,collector,ELD,anyShowcase,3
1,collector,ELD,foilCommon,6
1,collector,ELD,foilRareMythic,1
1,collector,ELD,foilUncommon,3
1,collector,ELD,rmExtended,1
2,collector,ELD,ancillary,1
2,collector,ELD,anyShowcase,3
2,collector,ELD,foilCommon,5
2,collector,ELD,foilRareMythic,1
2,collector,ELD,foilUncommon,4
2,collector,ELD,rmExtended,1
3,collector,ELD,ancillary,1
3,collector,ELD,anyShowcase,3
3,collector,ELD,foilCommon,4
3,collector,ELD,foilRareMythic,1
3,collector,ELD,foilUncommon,5
3,collector,ELD,rmExtended,1
4,collector,ELD,ancillary,1
4,collector,ELD,anyShowcase,3
4,collector,ELD,foilCommon,3
4,collector,ELD,foilRareMythic,1
4,collector,ELD,foilUncommon,6
4,collector,ELD,rmExtended,1
5,collector,ELD,ancillary,1
5,collector,ELD,anyShowcase,3
5,collector,ELD,foilCommon,2
5,collector,ELD,foilRareMythic,1
5,collector,ELD,foilUncommon,7
5,collector,ELD,rmExtended,1
0,draft,ELD,basic,1
0,draft,ELD,common,10
0,draft,ELD,rareMythic,1
0,draft,ELD,uncommon,3
1,draft,ELD,basic,1
1,draft,ELD,common,10
1,draft,ELD,rareMythicShowcase,1
1,draft,ELD,uncommon,3
2,draft,ELD,basic,1
2,draft,ELD,common,9
2,draft,ELD,foil,1
2,draft,ELD,rareMythic,1
2,draft,ELD,uncommon,3
3,draft,ELD,basic,1
3,draft,ELD,common,9
3,draft,ELD,foil,1
3,draft,ELD,rareMythicShowcase,1
3,draft,ELD,uncommon,3
0,prerelease,ELD,prereleasePromo,1
0,theme-b,ELD,common,24
0,theme-b,ELD,rareMythic,1
0,theme-b,ELD,uncommon,10
1,theme-b,ELD,common,24
1,theme-b,ELD,rareMythic,2
1,theme-b,ELD,uncommon,9
2,theme-b,ELD,common,23
2,theme-b,ELD,rareMythic,1
2,theme-b,ELD,uncommon,11
3,theme-b,ELD,common,23
3,theme-b,ELD,rareMythic,2
3,theme-b,ELD,uncommon,10
4,theme-b,ELD,common,22
4,theme-b,ELD,rareMythic,1
4,theme-b,ELD,uncommon,12
5,theme-b,ELD,common,22
5,theme-b,ELD,rareMythic,2
5,theme-b,ELD,uncommon,11
6,theme-b,ELD,common,21
6,theme-b,ELD,rareMythic,1
6,theme-b,ELD,uncommon,13
7,theme-b,ELD,common,21
7,theme-b,ELD,rareMythic,2
7,theme-b,ELD,uncommon,12
0,theme-g,ELD,common,24
0,theme-g,ELD,rareMythic,1
0,theme-g,ELD,uncommon,10
1,theme-g,ELD,common,24
1,theme-g,ELD,rareMythic,2
1,theme-g,ELD,uncommon,9
2,theme-g,ELD,common,23
2,theme-g,ELD,rareMythic,1
2,theme-g,ELD,uncommon,11
3,theme-g,ELD,common,23
3,theme-g,ELD,rareMythic,2
3,theme-g,ELD,uncommon,10
4,theme-g,ELD,common,22
4,theme-g,ELD,rareMythic,1
4,theme-g,ELD,uncommon,12
5,theme-g,ELD,common,22
5,theme-g,ELD,rareMythic,2
5,theme-g,ELD,uncommon,11
6,theme-g,ELD,common,21
6,theme-g,ELD,rareMythic,1
6,theme-g,ELD,uncommon,13
7,theme-g,ELD,common,21
7,theme-g,ELD,rareMythic,2
7,theme-g,ELD,uncommon,12
0,theme-r,ELD,common,24
0,theme-r,ELD,rareMythic,1
0,theme-r,ELD,uncommon,10
1,theme-r,ELD,common,24
1,theme-r,ELD,rareMythic,2
1,theme-r,ELD,uncommon,9
2,theme-r,ELD,common,23
2,theme-r,ELD,rareMythic,1
2,theme-r,ELD,uncommon,11
3,theme-r,ELD,common,23
3,theme-r,ELD,rareMythic,2
3,theme-r,ELD,uncommon,10
4,theme-r,ELD,common,22
4,theme-r,ELD,rareMythic,1
4,theme-r,ELD,uncommon,12
5,theme-r,ELD,common,22
5,theme-r,ELD,rareMythic,2
5,theme-r,ELD,uncommon,11
6,theme-r,ELD,common,21
6,theme-r,ELD,rareMythic,1
6,theme-r,ELD,uncommon,13
7,theme-r,ELD,common,21
7,theme-r,ELD,rareMythic,2
7,theme-r,ELD,uncommon,12
0,theme-u,ELD,common,24
0,theme-u,ELD,rareMythic,1
0,theme-u,ELD,uncommon,10
1,theme-u,ELD,common,24
1,theme-u,ELD,rareMythic,2
1,theme-u,ELD,uncommon,9
2,theme-u,ELD,common,23
2,theme-u,ELD,rareMythic,1
2,theme-u,ELD,uncommon,11
3,theme-u,ELD,common,23
3,theme-u,ELD,rareMythic,2
3,theme-u,ELD,uncommon,10
4,theme-u,ELD,common,22
4,theme-u,ELD,rareMythic,1
4,theme-u,ELD,uncommon,12
5,theme-u,ELD,common,22
5,theme-u,ELD,rareMythic,2
5,theme-u,ELD,uncommon,11
6,theme-u,ELD,common,21
6,theme-u,ELD,rareMythic,1
6,theme-u,ELD,uncommon,13
7,theme-u,ELD,common,21
7,theme-u,ELD,rareMythic,2
7,theme-u,ELD,uncommon,12
0,theme-w,ELD,common,24
0,theme-w,ELD,rareMythic,1
0,theme-w,ELD,uncommon,10
1,theme-w,ELD,common,24
1,theme-w,ELD,rareMythic,2
1,theme-w,ELD,uncommon,9
2,theme-w,ELD,common,23
2,theme-w,ELD,rareMythic,1
2,theme-w,ELD,uncommon,11
3,theme-w,ELD,common,23
3,theme-w,ELD,rareMythic,2
3,theme-w,ELD,uncommon,10
4,theme-w,ELD,common,22
4,theme-w,ELD,rareMythic,1
4,theme-w,ELD,uncommon,12
5,theme-w,ELD,common,22
5,theme-w,ELD,rareMythic,2
5,theme-w,ELD,uncommon,11
6,theme-w,ELD,common,21
6,theme-w,ELD,rareMythic,1
6,theme-w,ELD,uncommon,13
7,theme-w,ELD,common,21
7,theme-w,ELD,rareMythic,2
7,theme-w,ELD,uncommon,12
0,draft,EMA,common,10
0,draft,EMA,dedicatedFoil,1
0,draft,EMA,rareMythic,1
0,draft,EMA,uncommon,3
0,draft,EMN,basic,1
0,draft,EMN,dfcCommonUncommon,1
0,draft,EMN,sfcCommon,9
0,draft,EMN,sfcRareMythic,1
0,draft,EMN,sfcUncommon,3
1,draft,EMN,basic,1
1,draft,EMN,dfcCommonUncommon,1
1,draft,EMN,foil,1
1,draft,EMN,sfcCommon,8
1,draft,EMN,sfcRareMythic,1
1,draft,EMN,sfcUncommon,3
2,draft,EMN,basic,1
2,draft,EMN,dfcCommonUncommon,1
2,draft,EMN,dfcRareMythic,1
2,draft,EMN,sfcCommon,8
2,draft,EMN,sfcRareMythic,1
2,draft,EMN,sfcUncommon,3
0,prerelease,EMN,prereleasePromo,1
0,collector,EOE,celestialBasicLand,1
0,collector,EOE,commander,1
0,collector,EOE,foilBoosterfun,1
0,collector,EOE,foilCommon,5
0,collector,EOE,foilRareMythic,1
0,collector,EOE,foilUncommon,4
0,collector,EOE,nonFoilBoosterfun,1
0,collector,EOE,stellarSightsLand,1
1,collector,EOE,celestialBasicLand,1
1,collector,EOE,commander,1
1,collector,EOE,foilBoosterfun,1
1,collector,EOE,foilCommon,5
1,collector,EOE,foilRareMythic,1
1,collector,EOE,foilStellarSightsLand,1
1,collector,EOE,foilUncommon,4
1,collector,EOE,nonFoilBoosterfun,1
2,collector,EOE,celestialBasicLand,1
2,collector,EOE,commander,1
2,collector,EOE,foilBoosterfun,1
2,collector,EOE,foilCommon,5
2,collector,EOE,foilRareMythic,1
2,collector,EOE,foilUncommon,4
2,collector,EOE,galaxyStellarSightsLand,1
2,collector,EOE,nonFoilBoosterfun,1
0,play,EOE,common,7
0,play,EOE,foil,1
0,play,EOE,nonFoilLand,1
0,play,EOE,rareMythic,1
0,play,EOE,uncommon,3
0,play,EOE,wildcard,1
1,play,EOE,common,7
1,play,EOE,foil,1
1,play,EOE,foilLand,1
1,play,EOE,rareMythic,1
1,play,EOE,uncommon,3
1,play,EOE,wildcard,1
2,play,EOE,common,6
2,play,EOE,foil,1
2,play,EOE,nonFoilLand,1
2,play,EOE,rareMythic,1
2,play,EOE,specialGuest,1
2,play,EOE,uncommon,3
2,play,EOE,wildcard,1
3,play,EOE,common,6
3,play,EOE,foil,1
3,play,EOE,foilLand,1
3,play,EOE,rareMythic,1
3,play,EOE,specialGuest,1
3,play,EOE,uncommon,3
3,play,EOE,wildcard,1
0,draft,EVE,common,11
0,draft,EVE,rare,1
0,draft,EVE,uncommon,3
1,draft,EVE,common,10
1,draft,EVE,foil,1
1,draft,EVE,rare,1
1,draft,EVE,uncommon,3
0,draft,EXO,common,11
0,draft,EXO,rare,1
0,draft,EXO,uncommon,3
0,beginner,FDN,cats,20
1,beginner,FDN,elves,20
2,beginner,FDN,goblins,20
3,beginner,FDN,healing,20
4,beginner,FDN,inferno,20
5,beginner,FDN,pirates,20
6,beginner,FDN,primal,20
7,beginner,FDN,undead,20
8,beginner,FDN,vampires,20
9,beginner,FDN,wizards,20
0,collector,FDN,foilBasic,1
0,collector,FDN,foilBoosterFun,1
0,collector,FDN,foilCommon,5
0,collector,FDN,foilRareMythic,2
0,collector,FDN,foilUncommon,4
0,collector,FDN,showcaseRareMythic,2
0,play,FDN,common,7
0,play,FDN,foil,1
0,play,FDN,land,1
0,play,FDN,rareMythicWithShowcase,1
0,play,FDN,uncommon,3
0,play,FDN,wildcard,1
1,play,FDN,common,6
1,play,FDN,foil,1
1,play,FDN,land,1
1,play,FDN,rareMythicWithShowcase,1
1,play,FDN,specialGuest,1
1,play,FDN,uncommon,3
1,play,FDN,wildcard,1
2,play,FDN,common,7
2,play,FDN,foil,1
2,play,FDN,foilLand,1
2,play,FDN,rareMythicWithShowcase,1
2,play,FDN,uncommon,3
2,play,FDN,wildcard,1
3,play,FDN,common,6
3,play,FDN,foil,1
3,play,FDN,foilLand,1
3,play,FDN,rareMythicWithShowcase,1
3,play,FDN,specialGuest,1
3,play,FDN,uncommon,3
3,play,FDN,wildcard,1
0,prerelease,FDN,prereleasePromo,1
0,default,FEM,common,6
0,default,FEM,uncommon,2
0,bundle-promo,FIN,promos,2
0,collector,FIN,boosterfunCommonUncommon,1
0,collector,FIN,foilBasic,1
0,collector,FIN,foilBoosterfunCommonUncommon,1
0,collector,FIN,foilBoosterfunRareMythic,1
0,collector,FIN,foilCommon,3
0,collector,FIN,foilRareMythic,1
0,collector,FIN,foilUncommon,3
0,collector,FIN,nonFoilBoosterfunRareMythic,3
0,collector,FIN,nonFoilThroughTheAges,1
1,collector,FIN,boosterfunCommonUncommon,1
1,collector,FIN,foilBasic,1
1,collector,FIN,foilBoosterfunCommonUncommon,1
1,collector,FIN,foilBoosterfunRareMythic,1
1,collector,FIN,foilCommon,3
1,collector,FIN,foilRareMythic,1
1,collector,FIN,foilThroughTheAges,1
1,collector,FIN,foilUncommon,3
1,collector,FIN,nonFoilBoosterfunRareMythic,3
2,collector,FIN,boosterfunCommonUncommon,1
2,collector,FIN,ficFoilBoosterfunRareMythic,1
2,collector,FIN,foilBasic,1
2,collector,FIN,foilBoosterfunCommonUncommon,1
2,collector,FIN,foilBoosterfunRareMythic,1
2,collector,FIN,foilCommon,3
2,collector,FIN,foilRareMythic,1
2,collector,FIN,foilUncommon,3
2,collector,FIN,nonFoilBoosterfunRareMythic,2
2,collector,FIN,nonFoilThroughTheAges,1
3,collector,FIN,boosterfunCommonUncommon,1
3,collector,FIN,ficFoilBoosterfunRareMythic,1
3,collector,FIN,foilBasic,1
3,collector,FIN,foilBoosterfunCommonUncommon,1
3,collector,FIN,foilBoosterfunRareMythic,1
3,collector,FIN,foilCommon,3
3,collector,FIN,foilRareMythic,1
3,collector,FIN,foilThroughTheAges,1
3,collector,FIN,foilUncommon,3
3,collector,FIN,nonFoilBoosterfunRareMythic,2
0,collector-sample,FIN,nonfoil,2
1,collector-sample,FIN,foil,1
1,collector-sample,FIN,nonfoil,1
2,collector-sample,FIN,foil,2
0,play,FIN,common,7
0,play,FIN,foil,1
0,play,FIN,nonFoilLand,1
0,play,FIN,rareMythic,1
0,play,FIN,uncommon,3
0,play,FIN,wildcard,1
1,play,FIN,common,7
1,play,FIN,foil,1
1,play,FIN,foilLand,1
1,play,FIN,rareMythic,1
1,play,FIN,uncommon,3
1,play,FIN,wildcard,1
2,play,FIN,common,6
2,play,FIN,foil,1
2,play,FIN,nonFoilLand,1
2,play,FIN,rareMythic,1
2,play,FIN,throughTheAges,1
2,play,FIN,uncommon,3
2,play,FIN,wildcard,1
3,play,FIN,common,6
3,play,FIN,foil,1
3,play,FIN,foilLand,1
3,play,FIN,rareMythic,1
3,play,FIN,throughTheAges,1
3,play,FIN,uncommon,3
3,play,FIN,wildcard,1
0,prerelease,FIN,prereleasePromo,1
0,draft,FRF,common,10
0,draft,FRF,land,1
0,draft,FRF,rareMythic,1
0,draft,FRF,uncommon,3
1,draft,FRF,common,9
1,draft,FRF,foil,1
1,draft,FRF,land,1
1,draft,FRF,rareMythic,1
1,draft,FRF,uncommon,3
0,draft,FUT,common,11
0,draft,FUT,rare,1
0,draft,FUT,uncommon,3
1,draft,FUT,common,10
1,draft,FUT,foil,1
1,draft,FUT,rare,1
1,draft,FUT,uncommon,3
0,draft,GPT,common,11
0,draft,GPT,rare,1
0,draft,GPT,uncommon,3
1,draft,GPT,common,10
1,draft,GPT,foilCommon,1
1,draft,GPT,rare,1
1,draft,GPT,uncommon,3
2,draft,GPT,common,11
2,draft,GPT,foilUncommon,1
2,draft,GPT,rare,1
2,draft,GPT,uncommon,2
3,draft,GPT,common,10
3,draft,GPT,foilCommon,1
3,draft,GPT,foilUncommon,1
3,draft,GPT,rare,1
3,draft,GPT,uncommon,2
4,draft,GPT,common,11
4,draft,GPT,foilRare,1
4,draft,GPT,uncommon,3
5,draft,GPT,common,10
5,draft,GPT,foilCommon,1
5,draft,GPT,foilRare,1
5,draft,GPT,uncommon,3
6,draft,GPT,common,11
6,draft,GPT,foilRare,1
6,draft,GPT,foilUncommon,1
6,draft,GPT,uncommon,2
7,draft,GPT,common,10
7,draft,GPT,foilCommon,1
7,draft,GPT,foilRare,1
7,draft,GPT,foilUncommon,1
7,draft,GPT,uncommon,2
0,arena,GRN,common,10
0,arena,GRN,land,1
0,arena,GRN,rareMythic,1
0,arena,GRN,uncommon,3
0,draft,GRN,common,10
0,draft,GRN,land,1
0,draft,GRN,rareMythic,1
0,draft,GRN,uncommon,3
1,draft,GRN,common,9
1,draft,GRN,foil,1
1,draft,GRN,land,1
1,draft,GRN,rareMythic,1
1,draft,GRN,uncommon,3
0,theme-boros,GRN,common,24
0,theme-boros,GRN,rareMythic,1
0,theme-boros,GRN,uncommon,10
1,theme-boros,GRN,common,23
1,theme-boros,GRN,rareMythic,1
1,theme-boros,GRN,uncommon,11
2,theme-boros,GRN,common,22
2,theme-boros,GRN,rareMythic,1
2,theme-boros,GRN,uncommon,12
3,theme-boros,GRN,common,21
3,theme-boros,GRN,rareMythic,1
3,theme-boros,GRN,uncommon,13
0,theme-dimir,GRN,common,24
0,theme-dimir,GRN,rareMythic,1
0,theme-dimir,GRN,uncommon,10
1,theme-dimir,GRN,common,23
1,theme-dimir,GRN,rareMythic,1
1,theme-dimir,GRN,uncommon,11
2,theme-dimir,GRN,common,22
2,theme-dimir,GRN,rareMythic,1
2,theme-dimir,GRN,uncommon,12
3,theme-dimir,GRN,common,21
3,theme-dimir,GRN,rareMythic,1
3,theme-dimir,GRN,uncommon,13
0,theme-golgari,GRN,common,24
0,theme-golgari,GRN,rareMythic,1
0,theme-golgari,GRN,uncommon,10
1,theme-golgari,GRN,common,23
1,theme-golgari,GRN,rareMythic,1
1,theme-golgari,GRN,uncommon,11
2,theme-golgari,GRN,common,22
2,theme-golgari,GRN,rareMythic,1
2,theme-golgari,GRN,uncommon,12
3,theme-golgari,GRN,common,21
3,theme-golgari,GRN,rareMythic,1
3,theme-golgari,GRN,uncommon,13
0,theme-izzet,GRN,common,24
0,theme-izzet,GRN,rareMythic,1
0,theme-izzet,GRN,uncommon,10
1,theme-izzet,GRN,common,23
1,theme-izzet,GRN,rareMythic,1
1,theme-izzet,GRN,uncommon,11
2,theme-izzet,GRN,common,22
2,theme-izzet,GRN,rareMythic,1
2,theme-izzet,GRN,uncommon,12
3,theme-izzet,GRN,common,21
3,theme-izzet,GRN,rareMythic,1
3,theme-izzet,GRN,uncommon,13
0,theme-selesnya,GRN,common,24
0,theme-selesnya,GRN,rareMythic,1
0,theme-selesnya,GRN,uncommon,10
1,theme-selesnya,GRN,common,23
1,theme-selesnya,GRN,rareMythic,1
1,theme-selesnya,GRN,uncommon,11
2,theme-selesnya,GRN,common,22
2,theme-selesnya,GRN,rareMythic,1
2,theme-selesnya,GRN,uncommon,12
3,theme-selesnya,GRN,common,21
3,theme-selesnya,GRN,rareMythic,1
3,theme-selesnya,GRN,uncommon,13
0,draft,GTC,basic,1
0,draft,GTC,common,10
0,draft,GTC,rareMythic,1
0,draft,GTC,uncommon,3
1,draft,GTC,basic,1
1,draft,GTC,common,9
1,draft,GTC,foil,1
1,draft,GTC,rareMythic,1
1,draft,GTC,uncommon,3
0,prerelease-boros,GTC,common,11
0,prerelease-boros,GTC,rareMythic,1
0,prerelease-boros,GTC,uncommon,3
0,prerelease-dimir,GTC,common,11
0,prerelease-dimir,GTC,rareMythic,1
0,prerelease-dimir,GTC,uncommon,3
0,prerelease-gruul,GTC,common,11
0,prerelease-gruul,GTC,rareMythic,1
0,prerelease-gruul,GTC,uncommon,3
0,prerelease-orzhov,GTC,common,11
0,prerelease-orzhov,GTC,rareMythic,1
0,prerelease-orzhov,GTC,uncommon,3
0,prerelease-simic,GTC,common,11
0,prerelease-simic,GTC,rareMythic,1
0,prerelease-simic,GTC,uncommon,3
0,six,GTC,basic,1
0,six,GTC,common,4
0,six,GTC,uncommon,1
1,six,GTC,basic,1
1,six,GTC,common,3
1,six,GTC,uncommon,2
2,six,GTC,basic,1
2,six,GTC,common,3
2,six,GTC,rareMythic,1
2,six,GTC,uncommon,1
0,default,HML,common,6
0,default,HML,uncommon,2
0,draft,HOU,basic,1
0,draft,HOU,common,10
0,draft,HOU,rareMythic,1
0,draft,HOU,uncommon,3
1,draft,HOU,basic,1
1,draft,HOU,common,9
1,draft,HOU,foilOrMasterpiece1In129,1
1,draft,HOU,rareMythic,1
1,draft,HOU,uncommon,3
0,prerelease,HOU,prereleasePromo,1
0,default,ICE,common,11
0,default,ICE,rare,1
0,default,ICE,uncommon,3
0,starter,ICE,basicWithDuplicates,22
0,starter,ICE,commonWithDuplicates,26
0,starter,ICE,rare,3
0,starter,ICE,uncommonWithDuplicates,9
0,arena,IKO,basicOrGainland,1
0,arena,IKO,nongainlandCommonBaseset,10
0,arena,IKO,rareMythicBaseset,1
0,arena,IKO,uncommonBaseset,3
0,box-topper,IKO,boxTopper,1
0,collector,IKO,commander,1
0,collector,IKO,commonUncommonShowcase,2
0,collector,IKO,extendedArt,1
0,collector,IKO,foilBasic,1
0,collector,IKO,foilCommon,4
0,collector,IKO,foilShowcaseAny,1
0,collector,IKO,foilUncommon,2
0,collector,IKO,godzilla,1
0,collector,IKO,rareMythicFoil,1
0,collector,IKO,rareMythicShowcase,1
1,collector,IKO,commander,1
1,collector,IKO,commonUncommonShowcase,2
1,collector,IKO,extendedArt,1
1,collector,IKO,foilBasic,1
1,collector,IKO,foilCommon,4
1,collector,IKO,foilShowcaseAny,1
1,collector,IKO,foilUncommon,2
1,collector,IKO,godzillaFoil,1
1,collector,IKO,rareMythicFoil,1
1,collector,IKO,rareMythicShowcase,1
0,collector-jp,IKO,commander,1
0,collector-jp,IKO,commonUncommonShowcase,2
0,collector-jp,IKO,extendedArt,1
0,collector-jp,IKO,foilBasic,1
0,collector-jp,IKO,foilCommon,4
0,collector-jp,IKO,foilShowcaseAny,1
0,collector-jp,IKO,foilUncommon,2
0,collector-jp,IKO,godzilla,1
0,collector-jp,IKO,rareMythicFoil,1
0,collector-jp,IKO,rareMythicShowcase,1
1,collector-jp,IKO,commander,1
1,collector-jp,IKO,commonUncommonShowcase,2
1,collector-jp,IKO,extendedArt,1
1,collector-jp,IKO,foilBasic,1
1,collector-jp,IKO,foilCommon,4
1,collector-jp,IKO,foilShowcaseAny,1
1,collector-jp,IKO,foilUncommon,2
1,collector-jp,IKO,godzillaFoil,1
1,collector-jp,IKO,rareMythicFoil,1
1,collector-jp,IKO,rareMythicShowcase,1
0,draft,IKO,basicOrGainland,1
0,draft,IKO,commonWithShowcase,10
0,draft,IKO,rareMythicWithShowcase,1
0,draft,IKO,uncommonWithShowcase,3
1,draft,IKO,basicOrGainland,1
1,draft,IKO,commonWithShowcase,9
1,draft,IKO,foil,1
1,draft,IKO,rareMythicWithShowcase,1
1,draft,IKO,uncommonWithShowcase,3
0,jp,IKO,basicOrGainland,1
0,jp,IKO,commonWithShowcase,10
0,jp,IKO,rareMythicWithShowcase,1
0,jp,IKO,uncommonWithShowcase,3
1,jp,IKO,basicOrGainland,1
1,jp,IKO,commonWithShowcase,9
1,jp,IKO,foil,1
1,jp,IKO,rareMythicWithShowcase,1
1,jp,IKO,uncommonWithShowcase,3
0,prerelease,IKO,prereleasePromo,1
0,theme-b,IKO,common,24
0,theme-b,IKO,rareMythic,1
0,theme-b,IKO,uncommon,10
1,theme-b,IKO,common,24
1,theme-b,IKO,rareMythic,2
1,theme-b,IKO,uncommon,9
2,theme-b,IKO,common,23
2,theme-b,IKO,rareMythic,1
2,theme-b,IKO,uncommon,11
3,theme-b,IKO,common,23
3,theme-b,IKO,rareMythic,2
3,theme-b,IKO,uncommon,10
4,theme-b,IKO,common,22
4,theme-b,IKO,rareMythic,1
4,theme-b,IKO,uncommon,12
5,theme-b,IKO,common,22
5,theme-b,IKO,rareMythic,2
5,theme-b,IKO,uncommon,11
6,theme-b,IKO,common,21
6,theme-b,IKO,rareMythic,1
6,theme-b,IKO,uncommon,13
7,theme-b,IKO,common,21
7,theme-b,IKO,rareMythic,2
7,theme-b,IKO,uncommon,12
0,theme-g,IKO,common,24
0,theme-g,IKO,rareMythic,1
0,theme-g,IKO,uncommon,10
1,theme-g,IKO,common,24
1,theme-g,IKO,rareMythic,2
1,theme-g,IKO,uncommon,9
